institute_type,department,program,academic_year,semester,course_title,course_type,topics,tools_technologies,programming_languages,math_foundation,bloom_level,credits,project_required,generation_method,is_synthetic
IIT,CSE,B.Tech,2024-2025,4,Introduction to Clustering,Core,Clustering;Graphs;Data Pipelines,NLTK,Java,Probability,Apply,6,No,job_reverse_mapping,True
NIT,DS,B.Tech,2019-2020,7,Applied Graphs,Core,Graphs;Clustering;Classification;Deployment;Transformers;RNN,C++,Java,Linear Algebra,Create,3,Yes,job_reverse_mapping,True
IIIT,DS,B.Tech,2018-2019,5,Advanced Linked Lists,Elective,Linked Lists;Trees;Classification;Indexing;CNN,Docker;Java;NLTK,C++,Logic,Analyze,6,Yes,job_reverse_mapping,True
NIT,CSE,B.Tech,2023-2024,7,Applied RNN,Core,RNN;Regression;HDFS;Deployment,TensorFlow;Pandas;OpenCV,Python,Logic,Create,4,Yes,job_reverse_mapping,True
IIT,DS,B.Tech,2022-2023,4,Introduction to Clustering,Core,Clustering;Arrays;Spark,Scikit-learn,Python,Discrete Math,Understand,3,No,job_reverse_mapping,True
IIIT,DS,B.Tech,2020-2021,8,Introduction to Classification,Elective,Classification;Dynamic Programming;SQL;HDFS;Linked Lists,Spark,C++,Probability,Analyze,6,Yes,job_reverse_mapping,True
IIIT,CSE,B.Tech,2024-2025,1,Advanced HDFS,Core,HDFS;CNN;Arrays;Clustering;RNN;Deployment,SQL,Python,Statistics,Analyze,3,No,job_reverse_mapping,True
IIT,CSE,B.Tech,2021-2022,1,Advanced Tokenization,Core,Tokenization;Trees;Classification,OpenCV,C++,Logic,Apply,3,No,job_reverse_mapping,True
IIT,AI,B.Tech,2022-2023,2,Applied Visualization,Elective,Visualization;Normalization;CNN;Regression;Classification;Clustering,Python;AWS,Python,Basic Math,Apply,4,No,job_reverse_mapping,True
IIIT,DS,B.Tech,2024-2025,8,Introduction to Transformers,Core,Transformers;SQL;Regression,Docker;PyTorch,Java,Discrete Math,Create,4,Yes,job_reverse_mapping,True
NIT,AI,B.Tech,2024-2025,2,Applied Spark,Elective,Spark;Image Processing;Dynamic Programming;Visualization;Regression,PyTorch;Docker,Python,Logic,Create,3,No,job_reverse_mapping,True
NIT,AI,B.Tech,2020-2021,3,Introduction to Classification,Elective,Classification;Dynamic Programming;Deployment;Arrays;Data Pipelines;Embeddings,NLTK;TensorFlow;Docker,Java,Statistics,Analyze,6,No,job_reverse_mapping,True
IIIT,AI,B.Tech,2022-2023,2,Introduction to Linked Lists,Elective,Linked Lists;Graphs;SQL;Cloud Computing;Regression;Classification,Scikit-learn;HuggingFace,Python,Discrete Math,Create,4,No,job_reverse_mapping,True
IIIT,DS,B.Tech,2023-2024,4,Advanced Tokenization,Elective,Tokenization;Linked Lists;Transformers;HDFS,OpenCV;C++;NLTK,Python,Statistics,Apply,4,No,job_reverse_mapping,True
IIIT,DS,B.Tech,2019-2020,3,Foundations of Graphs,Core,Graphs;Deployment;Trees,NLTK;PyTorch;Pandas,Java,Linear Algebra,Create,4,No,job_reverse_mapping,True
NIT,DS,B.Tech,2023-2024,5,Advanced Cloud Computing,Elective,Cloud Computing;CNN;Indexing;Trees;Graphs;Deployment,Pandas;Python,Python,Basic Math,Analyze,3,Yes,job_reverse_mapping,True
IIIT,AI,B.Tech,2019-2020,8,Introduction to Graphs,Core,Graphs;Trees;Deployment,PyTorch;Git;Spark,C++,Probability,Apply,6,Yes,job_reverse_mapping,True
IIT,DS,B.Tech,2019-2020,4,Advanced Regression,Core,Regression;Embeddings;Graphs;Normalization;Cloud Computing;Classification,SQL,Java,Statistics,Create,6,No,job_reverse_mapping,True
IIT,DS,B.Tech,2022-2023,2,Advanced Trees,Elective,Trees;CNN;SQL;Graphs,Java;TensorFlow,Java,Basic Math,Understand,3,No,job_reverse_mapping,True
IIIT,CSE,B.Tech,2018-2019,5,Introduction to Data Pipelines,Elective,Data Pipelines;Cloud Computing;Linked Lists,SQL,Java,Statistics,Analyze,6,Yes,job_reverse_mapping,True
NIT,AI,B.Tech,2021-2022,6,Foundations of Data Pipelines,Core,Data Pipelines;RNN;Clustering;Transformers;SQL,AWS;C++,Java,Basic Math,Create,6,Yes,job_reverse_mapping,True
IIT,AI,B.Tech,2024-2025,3,Introduction to Spark,Elective,Spark;Graphs;Embeddings,NLTK;HuggingFace,Python,Statistics,Apply,3,No,job_reverse_mapping,True
IIT,DS,B.Tech,2023-2024,6,Introduction to HDFS,Elective,HDFS;Transformers;Linked Lists,TensorFlow;OpenCV;Docker,Python,Logic,Understand,4,Yes,job_reverse_mapping,True
IIIT,DS,B.Tech,2021-2022,8,Foundations of Visualization,Core,Visualization;SQL;CNN,SQL;NLTK;Python,Python,Statistics,Understand,4,Yes,job_reverse_mapping,True
IIT,DS,B.Tech,2024-2025,8,Foundations of Normalization,Core,Normalization;Graphs;Tokenization;Data Pipelines,SQL;Spark;Pandas,Java,Basic Math,Understand,3,Yes,job_reverse_mapping,True
IIIT,DS,B.Tech,2020-2021,7,Introduction to Clustering,Core,Clustering;Visualization;Neural Networks;Data Pipelines;Tokenization,Java;OpenCV;Python,Python,Basic Math,Analyze,3,Yes,job_reverse_mapping,True
IIT,AI,B.Tech,2022-2023,2,Foundations of SQL,Elective,SQL;EDA;Visualization;HDFS;Image Processing,HuggingFace;SQL,C++,Discrete Math,Understand,4,No,job_reverse_mapping,True
IIIT,CSE,B.Tech,2023-2024,4,Applied Cloud Computing,Core,Cloud Computing;Transformers;Dynamic Programming,PyTorch;AWS,Python,Logic,Apply,4,No,job_reverse_mapping,True
NIT,CSE,B.Tech,2021-2022,6,Introduction to Data Pipelines,Elective,Data Pipelines;Dynamic Programming;Embeddings;Spark;Cloud Computing,Java,C++,Probability,Apply,4,Yes,job_reverse_mapping,True
IIT,DS,B.Tech,2023-2024,8,Applied Spark,Elective,Spark;CNN;Dynamic Programming;Visualization,Pandas;HuggingFace;NLTK,Python,Basic Math,Understand,4,Yes,job_reverse_mapping,True
NIT,CSE,B.Tech,2024-2025,8,Advanced Tokenization,Core,Tokenization;CNN;EDA;SQL,HuggingFace,Python,Basic Math,Understand,3,Yes,job_reverse_mapping,True
NIT,AI,B.Tech,2024-2025,8,Introduction to CNN,Elective,CNN;Data Pipelines;Regression;Arrays;Image Processing;SQL,PyTorch;OpenCV,C++,Logic,Analyze,4,Yes,job_reverse_mapping,True
IIIT,CSE,B.Tech,2023-2024,4,Introduction to Graphs,Elective,Graphs;Dynamic Programming;RNN;Cloud Computing;Linked Lists;CNN,OpenCV;Python,Python,Probability,Apply,3,No,job_reverse_mapping,True
IIT,AI,B.Tech,2019-2020,4,Introduction to Transformers,Core,Transformers;Visualization;Cloud Computing,OpenCV,C++,Discrete Math,Analyze,4,No,job_reverse_mapping,True
IIIT,AI,B.Tech,2019-2020,1,Advanced Embeddings,Core,Embeddings;HDFS;RNN,PyTorch;Python;OpenCV,Python,Discrete Math,Apply,4,No,job_reverse_mapping,True
IIT,AI,B.Tech,2021-2022,5,Introduction to HDFS,Elective,HDFS;Visualization;SQL;Deployment,HuggingFace;OpenCV;Pandas,Python,Basic Math,Create,4,Yes,job_reverse_mapping,True
IIT,DS,B.Tech,2018-2019,2,Introduction to Trees,Elective,Trees;Graphs;Tokenization,OpenCV;Git;SQL,Python,Basic Math,Understand,6,No,job_reverse_mapping,True
IIT,DS,B.Tech,2019-2020,7,Advanced HDFS,Elective,HDFS;EDA;Indexing;CNN;Cloud Computing;Dynamic Programming,TensorFlow,Python,Discrete Math,Create,6,Yes,job_reverse_mapping,True
IIT,CSE,B.Tech,2024-2025,8,Foundations of Embeddings,Core,Embeddings;Cloud Computing;Image Processing,Pandas;HuggingFace;OpenCV,Python,Basic Math,Apply,3,Yes,job_reverse_mapping,True
NIT,CSE,B.Tech,2022-2023,8,Foundations of Graphs,Core,Graphs;Linked Lists;Dynamic Programming;Cloud Computing;Classification,Python;Java;Git,Python,Logic,Analyze,4,Yes,job_reverse_mapping,True
NIT,CSE,B.Tech,2022-2023,3,Introduction to Data Pipelines,Elective,Data Pipelines;Arrays;Clustering;CNN;Linked Lists;Embeddings,OpenCV;Git,Python,Probability,Apply,6,No,job_reverse_mapping,True
IIIT,DS,B.Tech,2018-2019,1,Advanced Linked Lists,Elective,Linked Lists;Classification;Dynamic Programming;CNN,Python,Python,Probability,Apply,6,No,job_reverse_mapping,True
NIT,CSE,B.Tech,2022-2023,7,Applied Image Processing,Elective,Image Processing;Neural Networks;SQL,Spark;Python;PyTorch,Python,Basic Math,Apply,6,Yes,job_reverse_mapping,True
IIIT,CSE,B.Tech,2019-2020,2,Introduction to HDFS,Core,HDFS;EDA;Classification;Transformers;Cloud Computing,OpenCV;Pandas;Git,Java,Statistics,Create,3,No,job_reverse_mapping,True
IIIT,AI,B.Tech,2022-2023,4,Foundations of Neural Networks,Elective,Neural Networks;Graphs;Image Processing,OpenCV,Python,Discrete Math,Analyze,4,No,job_reverse_mapping,True
IIT,CSE,B.Tech,2024-2025,5,Advanced Clustering,Elective,Clustering;Neural Networks;Arrays;Graphs,SQL;PyTorch,Python,Statistics,Understand,6,Yes,job_reverse_mapping,True
IIIT,DS,B.Tech,2020-2021,5,Introduction to Spark,Elective,Spark;Graphs;Linked Lists;Regression;RNN,Python;TensorFlow,Python,Logic,Apply,4,Yes,job_reverse_mapping,True
IIIT,AI,B.Tech,2018-2019,3,Advanced Dynamic Programming,Elective,Dynamic Programming;SQL;Cloud Computing;Visualization,C++;NLTK,Python,Statistics,Apply,4,No,job_reverse_mapping,True
IIT,AI,B.Tech,2020-2021,8,Introduction to Neural Networks,Elective,Neural Networks;Indexing;Embeddings;EDA;Clustering,OpenCV;Pandas,C++,Basic Math,Understand,3,Yes,job_reverse_mapping,True
NIT,DS,B.Tech,2023-2024,4,Introduction to Regression,Core,Regression;Cloud Computing;Linked Lists,NLTK,Java,Basic Math,Apply,4,No,job_reverse_mapping,True
IIIT,DS,B.Tech,2021-2022,2,Foundations of Arrays,Elective,Arrays;Spark;Classification;Deployment;Indexing;Image Processing,TensorFlow;SQL;NLTK,C++,Basic Math,Apply,3,No,job_reverse_mapping,True
NIT,CSE,B.Tech,2018-2019,6,Applied Embeddings,Core,Embeddings;Transformers;Linked Lists;Indexing,PyTorch;Python,Python,Logic,Understand,4,Yes,job_reverse_mapping,True
IIIT,DS,B.Tech,2020-2021,8,Foundations of Neural Networks,Elective,Neural Networks;Classification;Arrays;Visualization;HDFS,PyTorch;SQL;Scikit-learn,Python,Statistics,Understand,4,Yes,job_reverse_mapping,True
NIT,CSE,B.Tech,2018-2019,8,Foundations of CNN,Elective,CNN;Transformers;Graphs;Arrays;Visualization,PyTorch,Java,Linear Algebra,Understand,6,Yes,job_reverse_mapping,True
NIT,AI,B.Tech,2022-2023,3,Introduction to Graphs,Core,Graphs;Tokenization;Arrays;Dynamic Programming;Neural Networks;Clustering,PyTorch;TensorFlow,Python,Probability,Understand,4,No,job_reverse_mapping,True
IIIT,CSE,B.Tech,2023-2024,8,Foundations of Dynamic Programming,Core,Dynamic Programming;Transformers;Visualization;Indexing,TensorFlow,Java,Discrete Math,Apply,4,Yes,job_reverse_mapping,True
IIT,AI,B.Tech,2021-2022,6,Introduction to Regression,Elective,Regression;Data Pipelines;Classification,OpenCV;Scikit-learn,Python,Basic Math,Apply,4,Yes,job_reverse_mapping,True
IIIT,CSE,B.Tech,2024-2025,7,Foundations of Dynamic Programming,Elective,Dynamic Programming;Graphs;Visualization;Arrays;Deployment;HDFS,Git;C++,Java,Logic,Understand,4,Yes,job_reverse_mapping,True
IIT,CSE,B.Tech,2021-2022,5,Applied Tokenization,Core,Tokenization;Trees;Deployment;Indexing;Clustering,Python;NLTK;Git,Python,Probability,Apply,6,Yes,job_reverse_mapping,True
IIIT,DS,B.Tech,2024-2025,7,Advanced Tokenization,Core,Tokenization;EDA;Graphs;Visualization,AWS;Python;SQL,Python,Discrete Math,Apply,4,Yes,job_reverse_mapping,True
IIT,AI,B.Tech,2018-2019,5,Introduction to Dynamic Programming,Elective,Dynamic Programming;Indexing;Arrays;Spark,Java,Python,Basic Math,Apply,3,Yes,job_reverse_mapping,True
NIT,AI,B.Tech,2020-2021,7,Applied Linked Lists,Elective,Linked Lists;Embeddings;Indexing;HDFS;Deployment;CNN,Scikit-learn,C++,Probability,Understand,3,Yes,job_reverse_mapping,True
NIT,AI,B.Tech,2018-2019,1,Foundations of Data Pipelines,Elective,Data Pipelines;Visualization;RNN,Scikit-learn,C++,Probability,Create,4,No,job_reverse_mapping,True
NIT,AI,B.Tech,2020-2021,5,Applied Graphs,Elective,Graphs;Data Pipelines;Arrays,Git;HuggingFace;Python,Python,Linear Algebra,Analyze,3,Yes,job_reverse_mapping,True
IIIT,DS,B.Tech,2022-2023,7,Advanced Graphs,Core,Graphs;Dynamic Programming;HDFS,AWS;Java;C++,Python,Statistics,Understand,3,Yes,job_reverse_mapping,True
IIT,AI,B.Tech,2022-2023,6,Applied Visualization,Elective,Visualization;Tokenization;Deployment;Classification;Image Processing,Python;C++;Spark,Python,Probability,Create,6,Yes,job_reverse_mapping,True
NIT,DS,B.Tech,2023-2024,2,Advanced Trees,Elective,Trees;Tokenization;Indexing;Embeddings;Data Pipelines;Arrays,AWS,C++,Logic,Understand,6,No,job_reverse_mapping,True
NIT,AI,B.Tech,2019-2020,7,Applied Data Pipelines,Core,Data Pipelines;Image Processing;Embeddings;Trees;Regression;Normalization,PyTorch;Git;HuggingFace,C++,Discrete Math,Apply,6,Yes,job_reverse_mapping,True
IIIT,CSE,B.Tech,2019-2020,1,Advanced Embeddings,Core,Embeddings;EDA;Deployment;Neural Networks;CNN;Clustering,NLTK;Scikit-learn,C++,Logic,Apply,4,No,job_reverse_mapping,True
IIT,CSE,B.Tech,2018-2019,3,Applied Dynamic Programming,Elective,Dynamic Programming;Neural Networks;Linked Lists;HDFS;Clustering,Git,Java,Discrete Math,Analyze,6,No,job_reverse_mapping,True
NIT,CSE,B.Tech,2019-2020,7,Applied RNN,Core,RNN;Linked Lists;HDFS;Arrays;Transformers,NLTK,Python,Basic Math,Understand,6,Yes,job_reverse_mapping,True
NIT,CSE,B.Tech,2023-2024,7,Introduction to HDFS,Core,HDFS;Spark;Image Processing;Classification;Normalization,TensorFlow,Java,Linear Algebra,Create,4,Yes,job_reverse_mapping,True
IIT,CSE,B.Tech,2019-2020,8,Introduction to Tokenization,Core,Tokenization;Regression;Normalization,Pandas,Python,Probability,Understand,4,Yes,job_reverse_mapping,True
IIIT,AI,B.Tech,2019-2020,3,Foundations of Data Pipelines,Core,Data Pipelines;Spark;Classification;Trees;Dynamic Programming;Deployment,SQL;Docker,Python,Discrete Math,Understand,4,No,job_reverse_mapping,True
IIT,CSE,B.Tech,2021-2022,1,Applied Arrays,Core,Arrays;Deployment;HDFS,Python,Python,Basic Math,Understand,3,No,job_reverse_mapping,True
NIT,AI,B.Tech,2024-2025,2,Introduction to EDA,Core,EDA;Trees;Classification;Dynamic Programming;Tokenization,Spark;Docker;Python,Python,Linear Algebra,Understand,6,No,job_reverse_mapping,True
NIT,CSE,B.Tech,2023-2024,5,Foundations of Arrays,Core,Arrays;Linked Lists;Graphs,Scikit-learn;Java;Git,C++,Linear Algebra,Create,4,Yes,job_reverse_mapping,True
IIT,CSE,B.Tech,2019-2020,6,Applied Clustering,Elective,Clustering;Data Pipelines;SQL;EDA;Graphs,Python;Java,Python,Discrete Math,Analyze,3,Yes,job_reverse_mapping,True
IIIT,CSE,B.Tech,2020-2021,2,Introduction to Spark,Core,Spark;Dynamic Programming;Regression,Git;TensorFlow,Python,Basic Math,Analyze,6,No,job_reverse_mapping,True
IIT,CSE,B.Tech,2024-2025,5,Advanced Graphs,Core,Graphs;Neural Networks;Tokenization;Data Pipelines;Transformers,HuggingFace;NLTK,Java,Linear Algebra,Create,4,Yes,job_reverse_mapping,True
NIT,CSE,B.Tech,2023-2024,8,Advanced Graphs,Elective,Graphs;Cloud Computing;Indexing,Scikit-learn;Python;Java,Python,Probability,Analyze,4,Yes,job_reverse_mapping,True
NIT,DS,B.Tech,2021-2022,8,Introduction to Spark,Core,Spark;HDFS;RNN;Dynamic Programming;Visualization;Clustering,PyTorch;Git,Java,Discrete Math,Create,6,Yes,job_reverse_mapping,True
IIT,AI,B.Tech,2022-2023,4,Introduction to Clustering,Core,Clustering;Transformers;Arrays,Pandas,C++,Discrete Math,Analyze,4,No,job_reverse_mapping,True
IIT,CSE,B.Tech,2024-2025,3,Advanced Normalization,Core,Normalization;Dynamic Programming;Image Processing;Indexing;Clustering,Pandas,Python,Basic Math,Apply,4,No,job_reverse_mapping,True
IIT,CSE,B.Tech,2023-2024,1,Advanced Transformers,Elective,Transformers;Linked Lists;EDA;Graphs;Cloud Computing;Trees,Pandas;AWS,C++,Discrete Math,Apply,3,No,job_reverse_mapping,True
IIIT,DS,B.Tech,2018-2019,7,Applied Deployment,Elective,Deployment;Regression;Tokenization;Visualization,NLTK,Java,Basic Math,Analyze,4,Yes,job_reverse_mapping,True
IIT,CSE,B.Tech,2024-2025,1,Introduction to Graphs,Elective,Graphs;Dynamic Programming;Linked Lists;HDFS;Spark,Git,Python,Statistics,Analyze,6,No,job_reverse_mapping,True
IIT,AI,B.Tech,2022-2023,5,Foundations of Indexing,Core,Indexing;Regression;Neural Networks;Trees,PyTorch;Python;NLTK,Python,Statistics,Apply,6,Yes,job_reverse_mapping,True
NIT,DS,B.Tech,2022-2023,2,Introduction to Tokenization,Core,Tokenization;RNN;HDFS;EDA;SQL;Data Pipelines,C++,Java,Discrete Math,Understand,3,No,job_reverse_mapping,True
IIIT,CSE,B.Tech,2020-2021,6,Applied Clustering,Core,Clustering;CNN;Regression,Java;Spark;SQL,Python,Linear Algebra,Understand,3,Yes,job_reverse_mapping,True
IIT,AI,B.Tech,2020-2021,2,Foundations of Cloud Computing,Elective,Cloud Computing;Tokenization;Linked Lists,TensorFlow,Java,Statistics,Apply,4,No,job_reverse_mapping,True
IIIT,CSE,B.Tech,2024-2025,7,Advanced Dynamic Programming,Core,Dynamic Programming;EDA;Data Pipelines;Graphs;RNN,Spark;NLTK,Python,Statistics,Create,6,Yes,job_reverse_mapping,True
IIT,DS,B.Tech,2024-2025,1,Advanced Regression,Core,Regression;Dynamic Programming;Data Pipelines;Normalization;Trees,Java;NLTK;SQL,Python,Logic,Analyze,4,No,job_reverse_mapping,True
IIT,CSE,B.Tech,2024-2025,3,Foundations of CNN,Core,CNN;Transformers;Spark;Indexing;Linked Lists,HuggingFace;OpenCV;PyTorch,Python,Basic Math,Create,3,No,job_reverse_mapping,True
NIT,CSE,B.Tech,2024-2025,1,Applied Deployment,Core,Deployment;CNN;Image Processing;Trees,Java;Docker,C++,Probability,Analyze,4,No,job_reverse_mapping,True
NIT,DS,B.Tech,2018-2019,2,Advanced EDA,Core,EDA;Deployment;Normalization;Neural Networks,Scikit-learn;HuggingFace,Python,Statistics,Understand,4,No,job_reverse_mapping,True
NIT,CSE,B.Tech,2024-2025,5,Introduction to Indexing,Elective,Indexing;Spark;Data Pipelines;Dynamic Programming;Normalization;Transformers,Pandas;AWS;TensorFlow,Java,Basic Math,Understand,6,Yes,job_reverse_mapping,True
NIT,CSE,B.Tech,2023-2024,1,Introduction to EDA,Core,EDA;Image Processing;Arrays;Dynamic Programming,Scikit-learn,C++,Statistics,Create,6,No,job_reverse_mapping,True
IIT,AI,B.Tech,2018-2019,6,Introduction to Normalization,Core,Normalization;HDFS;Image Processing;Deployment;Graphs;Trees,NLTK,Java,Probability,Understand,4,Yes,job_reverse_mapping,True
IIIT,CSE,B.Tech,2020-2021,8,Introduction to EDA,Core,EDA;Visualization;Tokenization;Graphs,Docker;C++,Python,Linear Algebra,Analyze,6,Yes,job_reverse_mapping,True
IIT,CSE,B.Tech,2018-2019,7,Introduction to Transformers,Elective,Transformers;Indexing;Tokenization,C++,Java,Basic Math,Apply,3,Yes,job_reverse_mapping,True
IIIT,AI,B.Tech,2019-2020,2,Advanced SQL,Core,SQL;Trees;CNN;EDA;Normalization,Git;SQL,C++,Statistics,Analyze,4,No,job_reverse_mapping,True
IIIT,AI,B.Tech,2019-2020,4,Foundations of Indexing,Core,Indexing;Tokenization;Image Processing;EDA;Regression,PyTorch;TensorFlow;NLTK,C++,Basic Math,Apply,4,No,job_reverse_mapping,True
IIIT,AI,B.Tech,2023-2024,6,Applied Dynamic Programming,Core,Dynamic Programming;Normalization;Tokenization,Java;HuggingFace,Java,Linear Algebra,Create,6,Yes,job_reverse_mapping,True
IIIT,AI,B.Tech,2022-2023,2,Advanced Classification,Elective,Classification;Visualization;Indexing,Git;HuggingFace;Python,Python,Linear Algebra,Apply,6,No,job_reverse_mapping,True
NIT,AI,B.Tech,2022-2023,1,Applied Transformers,Elective,Transformers;Arrays;CNN;Embeddings;Graphs,Docker;OpenCV;Spark,Python,Statistics,Analyze,3,No,job_reverse_mapping,True
IIIT,DS,B.Tech,2019-2020,8,Introduction to Transformers,Elective,Transformers;Regression;Image Processing;Spark;Visualization;EDA,PyTorch;Scikit-learn,Python,Logic,Understand,3,Yes,job_reverse_mapping,True
IIIT,DS,B.Tech,2024-2025,2,Foundations of HDFS,Elective,HDFS;Arrays;Spark,Java;Docker,Python,Logic,Understand,6,No,job_reverse_mapping,True
NIT,CSE,B.Tech,2020-2021,7,Applied Clustering,Elective,Clustering;Deployment;Normalization;Image Processing,Java;SQL,Java,Basic Math,Create,3,Yes,job_reverse_mapping,True
NIT,CSE,B.Tech,2020-2021,4,Foundations of Neural Networks,Core,Neural Networks;Data Pipelines;CNN;Indexing;Clustering,Spark,C++,Probability,Analyze,4,No,job_reverse_mapping,True
IIIT,AI,B.Tech,2019-2020,7,Advanced Image Processing,Elective,Image Processing;SQL;Classification;Spark,PyTorch;Pandas;C++,Python,Linear Algebra,Create,4,Yes,job_reverse_mapping,True
IIIT,AI,B.Tech,2022-2023,3,Advanced Clustering,Elective,Clustering;Graphs;EDA;Dynamic Programming;Embeddings;Visualization,AWS;HuggingFace;PyTorch,C++,Discrete Math,Understand,3,No,job_reverse_mapping,True
NIT,CSE,B.Tech,2021-2022,1,Advanced Arrays,Elective,Arrays;Spark;EDA;Image Processing,AWS,Python,Basic Math,Analyze,3,No,job_reverse_mapping,True
IIIT,CSE,B.Tech,2019-2020,4,Applied Classification,Core,Classification;Image Processing;Clustering;Visualization;Deployment,HuggingFace;Scikit-learn,C++,Basic Math,Understand,6,No,job_reverse_mapping,True
NIT,AI,B.Tech,2022-2023,2,Advanced Normalization,Core,Normalization;Spark;Graphs,Python,Python,Discrete Math,Create,4,No,job_reverse_mapping,True
NIT,AI,B.Tech,2024-2025,4,Applied Graphs,Elective,Graphs;Tokenization;Arrays;Indexing;Trees;Visualization,Java;SQL;OpenCV,C++,Linear Algebra,Analyze,3,No,job_reverse_mapping,True
IIT,DS,B.Tech,2019-2020,1,Applied RNN,Core,RNN;Transformers;Tokenization,AWS;Git;C++,C++,Logic,Understand,6,No,job_reverse_mapping,True
IIT,DS,B.Tech,2018-2019,3,Advanced Transformers,Elective,Transformers;Graphs;Classification;Arrays,Python;SQL,Python,Probability,Create,3,No,job_reverse_mapping,True
NIT,CSE,B.Tech,2018-2019,6,Advanced Normalization,Elective,Normalization;Visualization;Tokenization;Indexing;Embeddings,Spark;SQL,Java,Discrete Math,Analyze,3,Yes,job_reverse_mapping,True
NIT,CSE,B.Tech,2024-2025,4,Applied Indexing,Elective,Indexing;Normalization;Deployment;Spark;Neural Networks;RNN,Java;AWS;PyTorch,Python,Discrete Math,Create,3,No,job_reverse_mapping,True
IIT,AI,B.Tech,2018-2019,5,Introduction to CNN,Core,CNN;Spark;HDFS;Embeddings;Transformers;SQL,Java,Java,Linear Algebra,Understand,3,Yes,job_reverse_mapping,True
IIIT,AI,B.Tech,2023-2024,6,Advanced Dynamic Programming,Elective,Dynamic Programming;Deployment;RNN;Graphs;Arrays,NLTK;C++,Python,Probability,Apply,6,Yes,job_reverse_mapping,True
IIIT,CSE,B.Tech,2018-2019,7,Introduction to Spark,Elective,Spark;Classification;Embeddings;Graphs;Image Processing,NLTK;AWS,Java,Probability,Apply,3,Yes,job_reverse_mapping,True
NIT,DS,B.Tech,2018-2019,8,Introduction to Linked Lists,Core,Linked Lists;Neural Networks;Indexing;Graphs;Data Pipelines;Normalization,AWS,Python,Discrete Math,Analyze,3,Yes,job_reverse_mapping,True
IIIT,CSE,B.Tech,2023-2024,1,Foundations of CNN,Elective,CNN;Dynamic Programming;SQL;Linked Lists;Image Processing;Embeddings,TensorFlow,C++,Statistics,Analyze,4,No,job_reverse_mapping,True
NIT,AI,B.Tech,2020-2021,6,Foundations of Trees,Elective,Trees;Image Processing;RNN;Tokenization;Spark;Linked Lists,Scikit-learn;NLTK,Python,Discrete Math,Understand,3,Yes,job_reverse_mapping,True
IIT,CSE,B.Tech,2018-2019,1,Applied Graphs,Core,Graphs;RNN;EDA;Visualization,SQL;Python,Python,Basic Math,Understand,4,No,job_reverse_mapping,True
IIIT,AI,B.Tech,2024-2025,1,Applied Linked Lists,Core,Linked Lists;CNN;Trees,TensorFlow;NLTK,C++,Logic,Create,3,No,job_reverse_mapping,True
IIIT,DS,B.Tech,2019-2020,6,Advanced Deployment,Elective,Deployment;Cloud Computing;Indexing;HDFS,OpenCV;Java,Python,Statistics,Analyze,4,Yes,job_reverse_mapping,True
IIT,DS,B.Tech,2024-2025,8,Advanced Trees,Core,Trees;Neural Networks;Deployment;CNN,Java;TensorFlow;Git,C++,Statistics,Understand,3,Yes,job_reverse_mapping,True
NIT,AI,B.Tech,2018-2019,4,Introduction to SQL,Core,SQL;Classification;Tokenization;Graphs;RNN;Visualization,HuggingFace;Git;Pandas,Python,Discrete Math,Apply,3,No,job_reverse_mapping,True
IIIT,AI,B.Tech,2020-2021,7,Foundations of Spark,Core,Spark;Embeddings;Classification;SQL;EDA;Trees,PyTorch;Python,Python,Statistics,Understand,6,Yes,job_reverse_mapping,True
IIIT,DS,B.Tech,2018-2019,4,Introduction to Normalization,Elective,Normalization;Regression;Neural Networks,Docker,Java,Discrete Math,Understand,4,No,job_reverse_mapping,True
NIT,AI,B.Tech,2021-2022,4,Foundations of SQL,Core,SQL;Embeddings;Indexing;RNN,Docker,Python,Statistics,Create,3,No,job_reverse_mapping,True
IIT,DS,B.Tech,2020-2021,4,Advanced Regression,Core,Regression;Spark;Neural Networks;Embeddings;Visualization;Tokenization,PyTorch;Java;OpenCV,C++,Discrete Math,Understand,3,No,job_reverse_mapping,True
IIIT,DS,B.Tech,2022-2023,5,Introduction to Trees,Elective,Trees;Image Processing;Graphs;Neural Networks,Spark,Java,Discrete Math,Apply,6,Yes,job_reverse_mapping,True
IIT,CSE,B.Tech,2024-2025,5,Advanced Classification,Elective,Classification;Regression;Deployment;Transformers;HDFS;CNN,AWS;Scikit-learn;NLTK,Python,Probability,Apply,3,Yes,job_reverse_mapping,True
NIT,AI,B.Tech,2020-2021,2,Applied Regression,Core,Regression;RNN;Normalization;Dynamic Programming,OpenCV,C++,Probability,Understand,3,No,job_reverse_mapping,True
IIT,DS,B.Tech,2023-2024,1,Applied Tokenization,Core,Tokenization;Cloud Computing;Arrays;Clustering;Graphs,Pandas,Python,Logic,Apply,3,No,job_reverse_mapping,True
NIT,DS,B.Tech,2024-2025,2,Applied CNN,Elective,CNN;Visualization;RNN,Docker;NLTK,Java,Probability,Create,3,No,job_reverse_mapping,True
IIIT,DS,B.Tech,2024-2025,6,Foundations of EDA,Core,EDA;RNN;Embeddings;Deployment;Data Pipelines,Docker;Java;Scikit-learn,Java,Linear Algebra,Apply,4,Yes,job_reverse_mapping,True
